"tplace","fplace","id","from","to","fid","tid","fpid","tpi","date","lang","archive","year","flat","flng","tlat","tlng"
" ","Gdańsk",1352,"Gdańsk, town council","DANTISCUS Ioannes",991,16,24,0,"1535-09-02","German","BCz",1535,54.352025,18.646638,NA,NA
" ","Gdańsk",5499,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1536-06-05","German","AAWO",1536,54.352025,18.646638,NA,NA
" ","Cracow",5524,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1537-09-17","German","AAWO",1537,50.06465,19.94498,NA,NA
" ","Heilsberg",6119,"FERBER Mauritius","DANTISCUS Ioannes",32,1,1,0,"1537-04-26","Latin","AAWO",1537,54.130825,20.5672699,NA,NA
" ","Cracow",1700,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,0,"1537-09-04","Latin","AAWO",1537,50.06465,19.94498,NA,NA
" ","Cracow",866,"TOMICKI Piotr","DANTISCUS Ioannes",69,1,2,0,"1532-12-22","Latin","BCz",1532,50.06465,19.94498,NA,NA
" ","Cracow",946,"DIETZ Jost Ludwig","DANTISCUS Ioannes",70,1,2,0,"1533-05-10","Latin","AAWO",1533,50.06465,19.94498,NA,NA
" ","Heilsberg",5498,"FERBER Mauritius","DANTISCUS Ioannes",32,1,1,0,"1536-04-29","Latin","AAWO",1536,54.130825,20.5672699,NA,NA
" ","Gdańsk",1224,"BISCHOFF Philipp","DANTISCUS Ioannes",234,1,24,0,"1534-09-20","German","AAWO",1534,54.352025,18.646638,NA,NA
" ","Cracow",1986,"AICHLER Stanisław","DANTISCUS Ioannes",282,1,2,0,"1538-11-13","Latin","BCz",1538,50.06465,19.94498,NA,NA
" ","Cracow",577,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1531-01-08","German","AAWO",1531,50.06465,19.94498,NA,NA
" ","Gdańsk",4379,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,0,"1540-11-23","German","APG",1540,54.352025,18.646638,NA,NA
" ","Gdańsk",1054,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1533-12-07","Low German","AAWO",1533,54.352025,18.646638,NA,NA
" ","Cracow",830,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,2,0,"1532-09-09","Latin","BCz",1532,50.06465,19.94498,NA,NA
" ","Gdańsk",5929,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1538-05-24","German","AAWO",1538,54.352025,18.646638,NA,NA
" ","Cracow",2049,"BONER Seweryn","DANTISCUS Ioannes",242,1,2,0,"1539-01-12","Latin","BCz",1539,50.06465,19.94498,NA,NA
" ","Cracow",5629,"CHOJEŃSKI Jan","DANTISCUS Ioannes",100,1,2,0,"1537-10-23","Latin","AAWO",1537,50.06465,19.94498,NA,NA
" ","Cracow",459,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1537-07-12","German","AAWO",1537,50.06465,19.94498,NA,NA
" ","Cracow",3605,"CHOJEŃSKI Jan","DANTISCUS Ioannes",100,1,2,0,"1537-07-12","Latin","BCz",1537,50.06465,19.94498,NA,NA
" ","Gdańsk",4507,"SENGER Bartholomeus","DANTISCUS Ioannes",428,1,24,0,"1537-08-20","Low German","AAWO",1537,54.352025,18.646638,NA,NA
" ","Gdańsk",1931,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1538-09-25","German","BCz",1538,54.352025,18.646638,NA,NA
" ","Heilsberg",6341,"DANTISCUS Ioannes","BAYSEN Georg von",1,144,1,0,"1539-09-01","German","AAWO",1539,54.130825,20.5672699,NA,NA
" ","Cracow",257,"KONARSKI Piotr","DANTISCUS Ioannes",77,1,2,0,"1535-08-13","Latin","BCz",1535,50.06465,19.94498,NA,NA
" ","Gdańsk",5893,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1532-11-28","German","AAWO",1532,54.352025,18.646638,NA,NA
" ","Cracow",2092,"NIBSCHITZ Nikolaus","DANTISCUS Ioannes",10,1,2,0,"1539-03-08","German","BCz",1539,50.06465,19.94498,NA,NA
" ","Cracow",1962,"MACIEJOWSKI Samuel","DANTISCUS Ioannes",38,1,2,0,"1538-11-01","Latin","BCz",1538,50.06465,19.94498,NA,NA
" ","Gdańsk",5612,"Baltazar of Lublin","DANTISCUS Ioannes",319,1,24,0,"1537-10-27","Latin","AAWO",1537,54.352025,18.646638,NA,NA
" ","Löbau",2203,"Baltazar of Lublin","DANTISCUS Ioannes",319,1,15,0,"1539-07-28","Latin","BCz",1539,51.096229,14.670178,NA,NA
" ","Gdańsk",6126,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,0,"1538-06-16","German","APG",1538,54.352025,18.646638,NA,NA
" ","Gdańsk",1645,"BARTHEN Jakob","DANTISCUS Ioannes",13,1,24,0,"1537-05-30","Latin","AAWO",1537,54.352025,18.646638,NA,NA
" ","Cracow",2100,"HÖFEN Johann von","DANTISCUS Ioannes",312,1,2,0,"1539-03-10","Latin","BCz",1539,50.06465,19.94498,NA,NA
" ","Cracow",1144,"CAMPEN Jan van","DANTISCUS Ioannes",126,1,2,0,"1534-04-12","Latin","UUB",1534,50.06465,19.94498,NA,NA
" ","Gdańsk",4505,"Margarete, widow of Caspar SCHILLING","DANTISCUS Ioannes",329,1,24,0,"1537-08-19","German","AAWO",1537,54.352025,18.646638,NA,NA
" ","Löbau",5417,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,15,0,"1536-02-01","German","GStA PK",1536,51.096229,14.670178,NA,NA
" ","Cracow",5648,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1539-03-29","German","AAWO",1539,50.06465,19.94498,NA,NA
" ","Cracow",3542,"TOMICKI Piotr","DANTISCUS Ioannes",69,1,2,0,"1532-10-04","Latin","BCz",1532,50.06465,19.94498,NA,NA
" ","Gdańsk",6006,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,0,"1534-08-22","German","AAWO",1534,54.352025,18.646638,NA,NA
" ","Cracow",1612,"HANNAU Kaspar","DANTISCUS Ioannes",210,1,2,0,"1537-03-30","Latin","AAWO",1537,50.06465,19.94498,NA,NA
" ","Gdańsk",6139,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,0,"1541-03-15","German","APG",1541,54.352025,18.646638,NA,NA
" ","Löbau",1798,"DANTISCUS Ioannes","Sigismund I  Jagiellon",1,24,15,0,"1537-11-24","Latin","BCz",1537,51.096229,14.670178,NA,NA
" ","Cracow",3792,"NIBSCHITZ Nikolaus","DANTISCUS Ioannes",10,1,2,0,"1538-05-15","German","BCz",1538,50.06465,19.94498,NA,NA
" ","Heilsberg",2625,"DANTISCUS Ioannes","Sigismund I  Jagiellon",1,24,1,0,"1543-01-29","Latin","AAWO",1543,54.130825,20.5672699,NA,NA
" ","Gdańsk",4218,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1533-07-26","German","",1533,54.352025,18.646638,NA,NA
" ","Cracow",3795,"NIBSCHITZ Nikolaus","DANTISCUS Ioannes",10,1,2,0,"1538-05-25","German","BCz",1538,50.06465,19.94498,NA,NA
" ","Löbau",1388,"DANTISCUS Ioannes","FERBER Mauritius",1,32,15,0,"1535-12-31","Latin","BCz",1535,51.096229,14.670178,NA,NA
" ","Cracow",5829,"NIBSCHITZ Nikolaus","DANTISCUS Ioannes",10,1,2,0,"1530-04-26","German","AAWO",1530,50.06465,19.94498,NA,NA
" ","Cracow",3675,"MACIEJOWSKI Samuel","DANTISCUS Ioannes",38,1,2,0,"1539-01-11","Latin","BCz",1539,50.06465,19.94498,NA,NA
" ","Cracow",868,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1532-12-24","German","AAWO",1532,50.06465,19.94498,NA,NA
" ","Cracow",4577,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1538-05-25","German","AAWO",1538,50.06465,19.94498,NA,NA
" ","Gdańsk",3737,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1534-04-28","German","BCz",1534,54.352025,18.646638,NA,NA
" ","Cracow",914,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,2,0,"1533-03-15","Latin","BCz",1533,50.06465,19.94498,NA,NA
" ","Gdańsk",112,"ULRICI Urbanus","DANTISCUS Ioannes",64,1,24,0,"1541-05-11","Latin","AAWO",1541,54.352025,18.646638,NA,NA
" ","Gdańsk",6140,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,0,"1541-05-31","German","APG",1541,54.352025,18.646638,NA,NA
" ","Heilsberg",4089,"DANTISCUS Ioannes","Wormditt, town council",1,1015,1,0,"1540-01-15","German","AAWO",1540,54.130825,20.5672699,NA,NA
" ","Cracow",994,"DIETZ Jost Ludwig","DANTISCUS Ioannes",70,1,2,0,"1533-08-16","Latin","AAWO",1533,50.06465,19.94498,NA,NA
" ","Cracow",1756,"Bona  Sforza","DANTISCUS Ioannes",7,1,2,0,"1537-10-28","Latin","BCz",1537,50.06465,19.94498,NA,NA
" ","Gdańsk",718,"REYNECK Johann","DANTISCUS Ioannes",197,1,24,0,"1531-11-29","Latin","BCz",1531,54.352025,18.646638,NA,NA
" ","Heilsberg",4092,"DANTISCUS Ioannes","KREYTZEN Johann von",1,151,1,0,"1540-05-01","German","AAWO",1540,54.130825,20.5672699,NA,NA
" ","Cracow",1254,"KOCZER Karl","DANTISCUS Ioannes",238,1,2,0,"1534-12-30","German","AAWO",1534,50.06465,19.94498,NA,NA
" ","Gdańsk",6149,"Gdańsk, town council","DANTISCUS Ioannes",991,275,24,0,"1544-01-06","German","APG",1544,54.352025,18.646638,NA,NA
" ","Cracow",1215,"BOREK Stanisław","DANTISCUS Ioannes",97,1,2,0,"1534-08-18","Latin","BCz",1534,50.06465,19.94498,NA,NA
" ","Cracow",2133,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,2,0,"1539-04-13","Latin","BNW",1539,50.06465,19.94498,NA,NA
" ","Gdańsk",1839,"Margarete, widow of Caspar SCHILLING","DANTISCUS Ioannes",329,1,24,0,"1538-03-18","German","AAWO",1538,54.352025,18.646638,NA,NA
" ","Cracow",214,"TOMICKI Piotr","DANTISCUS Ioannes",69,1,2,0,"1524-08-09","Latin","AAWO",1524,50.06465,19.94498,NA,NA
" ","Heilsberg",3321,"DANTISCUS Ioannes","PLATEN Mathias",1,37,1,0,"1548-01-13","German","AAWO",1548,54.130825,20.5672699,NA,NA
" ","Heilsberg",5685,"DANTISCUS Ioannes","MACIEJOWSKI Samuel",1,38,1,0,"1539-06-24","Latin","AAWO",1539,54.130825,20.5672699,NA,NA
" ","Gdańsk",6125,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,0,"1537-12-07","German","APG",1537,54.352025,18.646638,NA,NA
" ","Cracow",4513,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1537-09-29","German","AAWO",1537,50.06465,19.94498,NA,NA
" ","Gdańsk",1382,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1535-12-18","German","AAWO",1535,54.352025,18.646638,NA,NA
" ","Cracow",3738,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1534-08-18","German","BCz",1534,50.06465,19.94498,NA,NA
" ","Cracow",1145,"DIETZ Jost Ludwig","DANTISCUS Ioannes",70,1,2,0,"1534-04-13","Latin","AAWO",1534,50.06465,19.94498,NA,NA
" ","Cracow",1855,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,2,0,"1538-05-21","Latin","BCz",1538,50.06465,19.94498,NA,NA
" ","Cracow",765,"Bona  Sforza","DANTISCUS Ioannes",7,1,2,0,"1532-03-22","Latin","BCz",1532,50.06465,19.94498,NA,NA
" ","Gdańsk",6130,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,0,"1539-11-05","German","APG",1539,54.352025,18.646638,NA,NA
" ","Cracow",2266,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,2,0,"1540-01-04","Latin","BNW",1540,50.06465,19.94498,NA,NA
" ","Gdańsk",3731,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1533-12-25","Low German","BCz",1533,54.352025,18.646638,NA,NA
" ","Cracow",3786,"NIBSCHITZ Nikolaus","DANTISCUS Ioannes",10,1,2,0,"1538-03-24","German","BCz",1538,50.06465,19.94498,NA,NA
" ","Cracow",1985,"HANNAU Kaspar","DANTISCUS Ioannes",210,1,2,0,"1538-11-13","Latin","BCz",1538,50.06465,19.94498,NA,NA
" ","Cracow",1864,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,0,"1538-05-30","Latin","BCz",1538,50.06465,19.94498,NA,NA
" ","Cracow",6071,"NIBSCHITZ Nikolaus","DANTISCUS Ioannes",10,1,2,0,"1537-07-10","German","AAWO",1537,50.06465,19.94498,NA,NA
" ","Heilsberg",3295,"DANTISCUS Ioannes","Sigismund I  Jagiellon",1,24,1,0,"1547-12-20","Latin","AAWO",1547,54.130825,20.5672699,NA,NA
" ","Cracow",2235,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,0,"1539-10-11","Latin","BCz",1539,50.06465,19.94498,NA,NA
" ","Gdańsk",5972,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1539-06-17","German","AAWO",1539,54.352025,18.646638,NA,NA
" ","Gdańsk",876,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,0,"1542-04-11","German","AAWO",1542,54.352025,18.646638,NA,NA
" ","Cracow",2114,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,0,"1539-03-18","Latin","BCz",1539,50.06465,19.94498,NA,NA
" ","Cracow",444,"BOREK Stanisław","DANTISCUS Ioannes",97,1,2,0,"1536-01-29","Latin","AAWO",1536,50.06465,19.94498,NA,NA
" ","Löbau",4762,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,0,"1538-07-09","Latin","AAWO",1538,51.096229,14.670178,NA,NA
" ","Gdańsk",4665,"MANDT Georg","DANTISCUS Ioannes",491,1,24,0,"1547-01-21","German","AAWO",1547,54.352025,18.646638,NA,NA
" ","Heilsberg",5208,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,1,0,"1539-02-20","German","GStA PK",1539,54.130825,20.5672699,NA,NA
" ","Cracow",3721,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1532-12-30","German","BCz",1532,50.06465,19.94498,NA,NA
" ","Cracow",3559,"TOMICKI Piotr","DANTISCUS Ioannes",69,1,2,0,"1533-04-05","Latin","BCz",1533,50.06465,19.94498,NA,NA
" ","Cracow",1666,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,0,"1537-07-12","Latin","AAWO",1537,50.06465,19.94498,NA,NA
" ","Gdańsk",4253,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1534-11-23","German","AAWO",1534,54.352025,18.646638,NA,NA
" ","Heilsberg",3057,"DANTISCUS Ioannes","Graudenz, town council",1,993,1,0,"1547-03-04","German","AAWO",1547,54.130825,20.5672699,NA,NA
" ","Cracow",792,"WOJANOWSKI Fabian","DANTISCUS Ioannes",42,1,2,0,"1532-05-28","Latin","BCz",1532,50.06465,19.94498,NA,NA
" ","Gdańsk",4712,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,24,0,"1535-12-17","German","AAWO",1535,54.352025,18.646638,NA,NA
" ","Cracow",6090,"NIBSCHITZ Nikolaus","DANTISCUS Ioannes",10,1,2,0,"1537-10-15","German","AAWO",1537,50.06465,19.94498,NA,NA
" ","Cracow",4219,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1533-08-06","German","AAWO",1533,50.06465,19.94498,NA,NA
" ","Cracow",5541,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1537-10-23","German","AAWO",1537,50.06465,19.94498,NA,NA
" ","Cracow",3608,"AICHLER Stanisław","DANTISCUS Ioannes",282,1,2,0,"1537-12-01","Latin","BCz",1537,50.06465,19.94498,NA,NA
" ","Cracow",1847,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,2,0,"1538-04-18","Latin","BNW",1538,50.06465,19.94498,NA,NA
" ","Gdańsk",5501,"Gdańsk, town council","BAYSEN Georg von",991,144,24,0,"1536-06-25","German","AAWO",1536,54.352025,18.646638,NA,NA
" ","Heilsberg",5306,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,1,0,"1543-10-31","German","GStA PK",1543,54.130825,20.5672699,NA,NA
" ","Gdańsk",5927,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1538-05-16","Low German","AAWO",1538,54.352025,18.646638,NA,NA
" ","Gdańsk",6138,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,0,"1541-02-23","German","APG",1541,54.352025,18.646638,NA,NA
" ","Cracow",3778,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1538-03-03","German","BCz",1538,50.06465,19.94498,NA,NA
" ","Cracow",6060,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1537-04-25","German","AAWO",1537,50.06465,19.94498,NA,NA
" ","Cracow",1853,"HOZJUSZ Stanisław","DANTISCUS Ioannes",8,1,2,0,"1538-05-16","Latin","BCz",1538,50.06465,19.94498,NA,NA
" ","Cracow",1979,"WOLSKI Paweł","DANTISCUS Ioannes",281,1,2,0,"1538-11-11","Latin","BCz",1538,50.06465,19.94498,NA,NA
" ","Cracow",3782,"HALLEN Thomas von","DANTISCUS Ioannes",426,1,2,0,"1538-04-01","German","BCz",1538,50.06465,19.94498,NA,NA
" ","Heilsberg",4109,"DANTISCUS Ioannes","TRUCHSESS Wilhelm",1,318,1,0,"1539-07-23","German","AAWO",1539,54.130825,20.5672699,NA,NA
" ","Gdańsk",4540,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1536-02-09","German","AAWO",1536,54.352025,18.646638,NA,NA
" ","Cracow",434,"HERBERSTEIN Sigmund von","DANTISCUS Ioannes",26,1,2,0,"1529-07-24","Latin","AAWO",1529,50.06465,19.94498,NA,NA
" ","Gdańsk",4220,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1533-09-19","German","AAWO",1533,54.352025,18.646638,NA,NA
" ","Heilsberg",4113,"DANTISCUS Ioannes","WERDEN Johann von",1,9,1,0,"1539-07-01","German","AAWO",1539,54.130825,20.5672699,NA,NA
" ","Cracow",1401,"KIJOWSKI Wojciech","DANTISCUS Ioannes",230,1,2,0,"1536-01-15","Latin","BCz",1536,50.06465,19.94498,NA,NA
" ","Cracow",1359,"SOLFA Jan Benedyktowicz","DANTISCUS Ioannes",83,1,2,0,"1535-10-04","Latin","AAWO",1535,50.06465,19.94498,NA,NA
" ","Gdańsk",4243,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1534-07-04","German","AAWO",1534,54.352025,18.646638,NA,NA
" ","Gdańsk",6153,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,0,"1544-10-25","German","APG",1544,54.352025,18.646638,NA,NA
" ","Cracow",3547,"CHOJEŃSKI Jan","DANTISCUS Ioannes",100,1,2,0,"1532-11-08","Latin","BCz",1532,50.06465,19.94498,NA,NA
" ","Gdańsk",5638,"PLATEN Mathias","DANTISCUS Ioannes",37,1,24,0,"1538-10-18","German","AAWO",1538,54.352025,18.646638,NA,NA
" ","Heilsberg",3216,"DANTISCUS Ioannes","ELDITTEN Georg von",1,871,1,0,"1547-09-18","German","BCz",1547,54.130825,20.5672699,NA,NA
" ","Heilsberg",3598,"FERBER Mauritius","DANTISCUS Ioannes",32,1,1,0,"1535-11-23","Latin","BCz",1535,54.130825,20.5672699,NA,NA
" ","Heilsberg",5246,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,1,0,"1540-09-13","German","GStA PK",1540,54.130825,20.5672699,NA,NA
" ","Gdańsk",2090,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1539-03-05","German","BCz",1539,54.352025,18.646638,NA,NA
" ","Cracow",4494,"CHOJEŃSKI Jan","DANTISCUS Ioannes",100,1,2,0,"1537-08-06","Latin","AAWO",1537,50.06465,19.94498,NA,NA
" ","Cracow",909,"KIJOWSKI Wojciech","DANTISCUS Ioannes",230,1,2,0,"1533-03-11","Latin","AAWO",1533,50.06465,19.94498,NA,NA
" ","Gdańsk",199,"DRZEWICKI Maciej","DANTISCUS Ioannes",67,1,24,0,"1524-04-24","Latin","BCz",1524,54.352025,18.646638,NA,NA
" ","Cracow",3475,"KRASSOWSKI Paweł Sebastian","DANTISCUS Ioannes",130,1,2,0,"1530-04-23","Latin","BCz",1530,50.06465,19.94498,NA,NA
" ","Cracow",575,"SOLFA Jan Benedyktowicz","DANTISCUS Ioannes",83,1,2,0,"1531-02-24","Latin","BCz",1531,50.06465,19.94498,NA,NA
" ","Cracow",202,"TOMICKI Piotr","DANTISCUS Ioannes",69,1,2,0,"1524-03-25","Latin","BCz",1524,50.06465,19.94498,NA,NA
" ","Cracow",4498,"WARMUT Laurentius","DANTISCUS Ioannes",502,1,2,0,"1537-08-07","Latin","AAWO",1537,50.06465,19.94498,NA,NA
" ","Cracow",1710,"SOLFA Jan Benedyktowicz","DANTISCUS Ioannes",83,1,2,0,"1537-10-10","Latin","AAWO",1537,50.06465,19.94498,NA,NA
" ","Gdańsk",6085,"HERMSDORF Martin","DANTISCUS Ioannes",469,1,24,0,"1537-12-31","German","AAWO",1537,54.352025,18.646638,NA,NA
" ","Gdańsk",1252,"NIEDERHOFF Leonard","DANTISCUS Ioannes",99,1,24,0,"1534-12-26","Latin","AAWO",1534,54.352025,18.646638,NA,NA
" ","Cracow",3478,"WOJANOWSKI Fabian","DANTISCUS Ioannes",42,1,2,0,"1530-04-25","Latin","BCz",1530,50.06465,19.94498,NA,NA
" ","Gdańsk",5920,"PLATEN Mathias","DANTISCUS Ioannes",37,1,24,0,"1538-03-20","German","AAWO",1538,54.352025,18.646638,NA,NA
" ","Gdańsk",6148,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,0,"1544-01-15","German","APG",1544,54.352025,18.646638,NA,NA
" ","Heilsberg",6098,"FERBER Mauritius","DANTISCUS Ioannes",32,1,1,0,"1535-12-26","Latin","AAWO",1535,54.130825,20.5672699,NA,NA
" ","Gdańsk",5959,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1539-04-12","German","AAWO",1539,54.352025,18.646638,NA,NA
" ","Cracow",2053,"AICHLER Jan","DANTISCUS Ioannes",370,1,2,0,"1539-01-13","German","BCz",1539,50.06465,19.94498,NA,NA
" ","Heilsberg",5346,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,1,0,"1546-11-16","German","GStA PK",1546,54.130825,20.5672699,NA,NA
" ","Cracow",5801,"LATALSKI Jan","DANTISCUS Ioannes",290,1,2,0,"1537-03-28","Latin","BJ",1537,50.06465,19.94498,NA,NA
" ","Gdańsk",5891,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1532-11-14","German","AAWO",1532,54.352025,18.646638,NA,NA
" ","Cracow",845,"WOJANOWSKI Fabian","DANTISCUS Ioannes",42,1,2,0,"1532-10-25","Latin","",1532,50.06465,19.94498,NA,NA
" ","Löbau",1773,"DANTISCUS Ioannes","WEZE Johan",1,82,15,0,"1537-11-16","Latin","BCz",1537,51.096229,14.670178,NA,NA
" ","Cracow",5854,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1531-11-10","German","AAWO",1531,50.06465,19.94498,NA,NA
" ","Gdańsk",1307,"BRASK Hans","DANTISCUS Ioannes",101,1,24,0,"1535-05-24","Latin","AAWO",1535,54.352025,18.646638,NA,NA
" ","Gdańsk",5643,"PLATEN Mathias","DANTISCUS Ioannes",37,1,24,0,"1538-12-24","German","AAWO",1538,54.352025,18.646638,NA,NA
" ","Cracow",6062,"NIBSCHITZ Nikolaus","DANTISCUS Ioannes",10,1,2,0,"1537-05-16","Low German","AAWO",1537,50.06465,19.94498,NA,NA
" ","Heilsberg",5276,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,1,0,"1542-02-17","German","GStA PK",1542,54.130825,20.5672699,NA,NA
" ","Cracow",852,"KIJOWSKI Wojciech","DANTISCUS Ioannes",230,1,2,0,"1532-11-08","Latin","BCz",1532,50.06465,19.94498,NA,NA
" ","Cracow",1984,"WOJANOWSKI Fabian","DANTISCUS Ioannes",42,1,2,0,"1538-11-13","Latin","BCz",1538,50.06465,19.94498,NA,NA
" ","Cracow",1609,"WOLSKI Paweł","DANTISCUS Ioannes",281,1,2,0,"1537-03-28","Latin","AAWO",1537,50.06465,19.94498,NA,NA
" ","Cracow",3791,"NIBSCHITZ Nikolaus","DANTISCUS Ioannes",10,1,2,0,"1538-05-23","German","BCz",1538,50.06465,19.94498,NA,NA
" ","Gdańsk",6151,"Gdańsk, town council","DANTISCUS Ioannes",991,1,24,0,"1544-07-31","German","APG",1544,54.352025,18.646638,NA,NA
" ","Cracow",5520,"AICHLER Jan","DANTISCUS Ioannes",370,1,2,0,"1537-08-23","German","AAWO",1537,50.06465,19.94498,NA,NA
" ","Cracow",1699,"DIETZ Jost Ludwig","DANTISCUS Ioannes",70,1,2,0,"1537-09-04","Latin","AAWO",1537,50.06465,19.94498,NA,NA
" ","Heilsberg",6117,"FERBER Mauritius","DANTISCUS Ioannes",32,1,1,0,"1537-02-23","Latin","AAWO",1537,54.130825,20.5672699,NA,NA
" ","Cracow",235,"TOMICKI Piotr","DANTISCUS Ioannes",69,1,2,0,"1525-03-13","Latin","BCz",1525,50.06465,19.94498,NA,NA
" ","Cracow",192,"Bona  Sforza","DANTISCUS Ioannes",24,1,2,0,"1524-06-10","Latin","BNW",1524,50.06465,19.94498,NA,NA
" ","Gdańsk",2031,"PLATEN Mathias","DANTISCUS Ioannes",37,1,24,0,"1539-01-03","Low German","BCz",1539,54.352025,18.646638,NA,NA
" ","Cracow",487,"MATHIO Giovanni Silvio de","DANTISCUS Ioannes",111,1,2,0,"1530-04-30","Latin","AAWO",1530,50.06465,19.94498,NA,NA
" ","Cracow",4289,"HEGEL Georg","DANTISCUS Ioannes",31,1,2,0,"1536-03-14","German","AAWO",1536,50.06465,19.94498,NA,NA
" ","Cracow",6159,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,275,2,0,"1546-07-17","Latin","APG",1546,50.06465,19.94498,NA,NA
" ","Cracow",827,"DANTISCUS Ioannes","HERBERSTEIN Sigmund von",1,26,2,0,"1532-09-03","Latin","OSK",1532,50.06465,19.94498,NA,NA
" ","Cracow",328,"Bona  Sforza","DANTISCUS Ioannes",7,1,2,0,"1527-03-02","Latin","BCz",1527,50.06465,19.94498,NA,NA
" ","Heilsberg",3768,"HÖFEN Bernhard von","DANTISCUS Ioannes",266,1,1,0,"1538-02-03","German","BCz",1538,54.130825,20.5672699,NA,NA
" ","Gdańsk",4209,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1533-03-05","German","AAWO",1533,54.352025,18.646638,NA,NA
" ","Cracow",3763,"AICHLER Jan","DANTISCUS Ioannes",370,1,2,0,"1537-12-02","German","BCz",1537,50.06465,19.94498,NA,NA
" ","Cracow",2245,"Bona  Sforza","DANTISCUS Ioannes",7,1,2,0,"1539-12-04","Latin","BCz",1539,50.06465,19.94498,NA,NA
" ","Cracow",5664,"NIBSCHITZ Nikolaus","DANTISCUS Ioannes",10,1,2,0,"1539-05-06","German","AAWO",1539,50.06465,19.94498,NA,NA
" ","Gdańsk",4255,"WERDEN Johann von","DANTISCUS Ioannes",9,1,24,0,"1535-01-04","German","AAWO",1535,54.352025,18.646638,NA,NA
